Testing size of 20000--------------,,,,Recursion limit (x),20k,40k,60k,80k,100k,200k,400k,500k,550k,600k,670k,700k,800k,1 million,2 million,3 million,4 million,5 million ,6 million,8 million,
96,15,,,,,,,,,,,,,,,,,,,,,,,,
98,15,,,,,,,,,,,,,,,,,,,,,,,,
100,16,,,,,,,,,,,,,,,,,,,,,,,,
102,16,,,,,,,,,,,,,,,,,,,,,,,,
104,15,,,,,,,,,,,,,,,,,,,,,,,,
106,15,,,,,,,,,,,,,,,,,,,,,,,,
108,15,,,,,,,,,,,,,,,,,,,,,,,,
110,15,,,,,,,,,,,,,,,,,,,,,,,,
112,15,,,,,,,,,,,,,,,,,,,,,,,,
114,15,,,,,,,,,,,,,,,,,,,,,,,,
116,15,,,,,,,,,,,,,,,,,,,,,,,,
118,15,,,,,,,,,,,,,,,,,,,,,,,,
120,16,,,,,,,,,,,,,,,,,,,,,,,,
122,15,,,,,,,,,,,,,,,,,,,,,,,,
124,15,,,,,,,,,,,,,,,,,,,,,,,,
126,14,,,,,,,,,,,,,,,,,,,,,,,,
128,15,,,,,,,,,,,,,,,,,,,,,,,,
130,14,,,,,,,,,,,,,,,,,,,,,,,,
132,14,,,,,,,,,,,,,,,,,,,,,,,,
134,18,,,,,,,,,,,,,,,,,,,,,,,,
136,21,,,,,,,,,,,,,,,,,,,,,,,,
138,17,,,,,,,,,,,,,,,,,,,,,,,,
140,16,,,,,,,,,,,,,,,,,,,,,,,,
142,16,,,,,,,,,,,,,,,,,,,,,,,,
144,16,,,,,,,,,,,,,,,,,,,,,,,,
146,16,,,,,,,,,,,,,,,,,,,,,,,,
148,20,,,,,,,,,,,,,,,,,,,,,,,,
150,17,,,,,,,,,,,,,,,,,,,,,,,,
152,16,,,,,,,,,,,,,,,,,,,,,,,,
154,16,,,,,,,,,,,,,,,,,,,,,,,,
156,16,,,,,,,,,,,,,,,,,,,,,,,,
158,16,,,,,,,,,,,,,,,,,,,,,,,,
160,16,,,,,,,,,,,,,,,,,,,,,,,,
162,16,,,,,,,,,,,,,,,,,,,,,,,,
164,16,,,,,,,,,,,,,,,,,,,,,,,,
166,17,,,,,,,,,,,,,,,,,,,,,,,,
168,18,,,,,,,,,,,,,,,,,,,,,,,,
170,17,,,,,,,,,,,,,,,,,,,,,,,,
172,17,,,,,,,,,,,,,,,,,,,,,,,,
174,20,,,,,,,,,,,,,,,,,,,,,,,,
176,18,,,,,,,,,,,,,,,,,,,,,,,,
178,17,,,,,,,,,,,,,,,,,,,,,,,,
180,19,,,,,,,,,,,,,,,,,,,,,,,,
182,18,,,,,,,,,,,,,,,,,,,,,,,,
184,18,,,,,,,,,,,,,,,,,,,,,,,,
186,18,,,,,,,,,,,,,,,,,,,,,,,,
188,18,,,,,,,,,,,,,,,,,,,,,,,,
190,19,,,,,,,,,,,,,,,,,,,,,,,,
192,18,,,,,,,,,,,,,,,,,,,,,,,,
194,18,,,,,,,,,,,,,,,,,,,,,,,,
196,17,,,,,,,,,,,,,,,,,,,,,,,,
198,17,,,,,,,,,,,,,,,,,,,,,,,,
200,18,,,,,,,,,,,,,,,,,,,,,,,,
202,18,,,,,,,,,,,,,,,,,,,,,,,,
204,18,,,,,,,,,,,,,,,,,,,,,,,,
206,18,,,,,,,,,,,,,,,,,,,,,,,,
208,17,,,,,,,,,,,,,,,,,,,,,,,,
210,18,,,,,,,,,,,,,,,,,,,,,,,,
212,17,,,,,,,,,,,,,,,,,,,,,,,,
214,17,,,,,,,,,,,,,,,,,,,,,,,,
216,18,,,,,,,,,,,,,,,,,,,,,,,,
218,18,,,,,,,,,,,,,,,,,,,,,,,,
220,18,,,,,,,,,,,,,,,,,,,,,,,,
222,19,,,,,,,,,,,,,,,,,,,,,,,,
224,19,,,,,,,,,,,,,,,,,,,,,,,,
226,19,,,,,,,,,,,,,,,,,,,,,,,,
228,20,,,,,,,,,,,,,,,,,,,,,,,,
230,19,,,,,,,,,,,,,,,,,,,,,,,,
232,20,,,,,,,,,,,,,,,,,,,,,,,,
234,20,,,,,,,,,,,,,,,,,,,,,,,,
236,19,,,,,,,,,,,,,,,,,,,,,,,,
238,19,,,,,,,,,,,,,,,,,,,,,,,,
240,19,,,,,,,,,,,,,,,,,,,,,,,,
242,19,,,,,,,,,,,,,,,,,,,,,,,,
244,19,,,,,,,,,,,,,,,,,,,,,,,,
246,20,,,,,,,,,,,,,,,,,,,,,,,,
248,22,,,,,,,,,,,,,,,,,,,,,,,,
250,20,,,,,,,,,,,,,,,,,,,,,,,,
252,20,,,,,,,,,,,,,,,,,,,,,,,,
254,20,,,,,,,,,,,,,,,,,,,,,,,,
256,20,,,,,,,,,,,,,,,,,,,,,,,,
258,21,,,,,,,,,,,,,,,,,,,,,,,,
260,21,,,,,,,,,,,,,,,,,,,,,,,,
262,20,,,,,,,,,,,,,,,,,,,,,,,,
264,21,,,,,,,,,,,,,,,,,,,,,,,,
266,22,,,,,,,,,,,,,,,,,,,,,,,,
268,22,,,,,,,,,,,,,,,,,,,,,,,,
270,22,,,,,,,,,,,,,,,,,,,,,,,,
272,21,,,,,,,,,,,,,,,,,,,,,,,,
274,20,,,,,,,,,,,,,,,,,,,,,,,,
276,21,,,,,,,,,,,,,,,,,,,,,,,,
278,21,,,,,,,,,,,,,,,,,,,,,,,,
280,21,,,,,,,,,,,,,,,,,,,,,,,,
282,21,,,,,,,,,,,,,,,,,,,,,,,,
284,22,,,,,,,,,,,,,,,,,,,,,,,,
286,22,,,,,,,,,,,,,,,,,,,,,,,,
288,25,,,,,,,,,,,,,,,,,,,,,,,,
290,23,,,,,,,,,,,,,,,,,,,,,,,,
292,22,,,,,,,,,,,,,,,,,,,,,,,,
294,23,,,,,,,,,,,,,,,,,,,,,,,,
296,23,,,,,,,,,,,,,,,,,,,,,,,,
298,23,,,,,,,,,,,,,,,,,,,,,,,,
300,24,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Testing size of 100000--------------,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,,,,,,,,,,,,,,,,,,,,,,,,
4,19,,,,,,,,,,,,,,,,,,,,,,,,
6,18,,,,,,,,,,,,,,,,,,,,,,,,
8,16,,,,,,,,,,,,,,,,,,,,,,,,
10,15,,,,,,,,,,,,,,,,,,,,,,,,
12,15,,,,,,,,,,,,,,,,,,,,,,,,
14,16,,,,,,,,,,,,,,,,,,,,,,,,
16,19,,,,,,,,,,,,,,,,,,,,,,,,
18,16,,,,,,,,,,,,,,,,,,,,,,,,
20,16,,,,,,,,,,,,,,,,,,,,,,,,
22,16,,,,,,,,,,,,,,,,,,,,,,,,
24,15,,,,,,,,,,,,,,,,,,,,,,,,
26,15,,,,,,,,,,,,,,,,,,,,,,,,
28,15,,,,,,,,,,,,,,,,,,,,,,,,
30,15,,,,,,,,,,,,,,,,,,,,,,,,
32,15,,,,,,,,,,,,,,,,,,,,,,,,
34,16,,,,,,,,,,,,,,,,,,,,,,,,
36,16,,,,,,,,,,,,,,,,,,,,,,,,
38,16,,,,,,,,,,,,,,,,,,,,,,,,
40,16,,,,,,,,,,,,,,,,,,,,,,,,
42,16,,,,,,,,,,,,,,,,,,,,,,,,
44,17,,,,,,,,,,,,,,,,,,,,,,,,
46,16,,,,,,,,,,,,,,,,,,,,,,,,
48,16,,,,,,,,,,,,,,,,,,,,,,,,
50,17,,,,,,,,,,,,,,,,,,,,,,,,
52,16,,,,,,,,,,,,,,,,,,,,,,,,
54,16,,,,,,,,,,,,,,,,,,,,,,,,
56,15,,,,,,,,,,,,,,,,,,,,,,,,
58,16,,,,,,,,,,,,,,,,,,,,,,,,
60,15,,,,,,,,,,,,,,,,,,,,,,,,
62,16,,,,,,,,,,,,,,,,,,,,,,,,
64,16,,,,,,,,,,,,,,,,,,,,,,,,
66,15,,,,,,,,,,,,,,,,,,,,,,,,
68,15,,,,,,,,,,,,,,,,,,,,,,,,
70,15,,,,,,,,,,,,,,,,,,,,,,,,
72,16,,,,,,,,,,,,,,,,,,,,,,,,
74,16,,,,,,,,,,,,,,,,,,,,,,,,
76,16,,,,,,,,,,,,,,,,,,,,,,,,
78,16,,,,,,,,,,,,,,,,,,,,,,,,
80,17,,,,,,,,,,,,,,,,,,,,,,,,
82,18,,,,,,,,,,,,,,,,,,,,,,,,
84,23,,,,,,,,,,,,,,,,,,,,,,,,
86,18,,,,,,,,,,,,,,,,,,,,,,,,
88,17,,,,,,,,,,,,,,,,,,,,,,,,
90,18,,,,,,,,,,,,,,,,,,,,,,,,
92,18,,,,,,,,,,,,,,,,,,,,,,,,
94,19,,,,,,,,,,,,,,,,,,,,,,,,
96,17,,,,,,,,,,,,,,,,,,,,,,,,
98,20,,,,,,,,,,,,,,,,,,,,,,,,
100,17,,,,,,,,,,,,,,,,,,,,,,,,
102,19,,,,,,,,,,,,,,,,,,,,,,,,
104,18,,,,,,,,,,,,,,,,,,,,,,,,
106,18,,,,,,,,,,,,,,,,,,,,,,,,
108,18,,,,,,,,,,,,,,,,,,,,,,,,
110,18,,,,,,,,,,,,,,,,,,,,,,,,
112,18,,,,,,,,,,,,,,,,,,,,,,,,
114,17,,,,,,,,,,,,,,,,,,,,,,,,
116,18,,,,,,,,,,,,,,,,,,,,,,,,
118,18,,,,,,,,,,,,,,,,,,,,,,,,
120,18,,,,,,,,,,,,,,,,,,,,,,,,
122,19,,,,,,,,,,,,,,,,,,,,,,,,
124,24,,,,,,,,,,,,,,,,,,,,,,,,
126,22,,,,,,,,,,,,,,,,,,,,,,,,
128,20,,,,,,,,,,,,,,,,,,,,,,,,
130,20,,,,,,,,,,,,,,,,,,,,,,,,
132,20,,,,,,,,,,,,,,,,,,,,,,,,
134,19,,,,,,,,,,,,,,,,,,,,,,,,
136,19,,,,,,,,,,,,,,,,,,,,,,,,
138,19,,,,,,,,,,,,,,,,,,,,,,,,
140,19,,,,,,,,,,,,,,,,,,,,,,,,
142,19,,,,,,,,,,,,,,,,,,,,,,,,
144,20,,,,,,,,,,,,,,,,,,,,,,,,
146,19,,,,,,,,,,,,,,,,,,,,,,,,
148,20,,,,,,,,,,,,,,,,,,,,,,,,
150,20,,,,,,,,,,,,,,,,,,,,,,,,
152,20,,,,,,,,,,,,,,,,,,,,,,,,
154,19,,,,,,,,,,,,,,,,,,,,,,,,
156,20,,,,,,,,,,,,,,,,,,,,,,,,
158,19,,,,,,,,,,,,,,,,,,,,,,,,
160,24,,,,,,,,,,,,,,,,,,,,,,,,
162,30,,,,,,,,,,,,,,,,,,,,,,,,
164,25,,,,,,,,,,,,,,,,,,,,,,,,
166,23,,,,,,,,,,,,,,,,,,,,,,,,
168,23,,,,,,,,,,,,,,,,,,,,,,,,
170,22,,,,,,,,,,,,,,,,,,,,,,,,
172,22,,,,,,,,,,,,,,,,,,,,,,,,
174,22,,,,,,,,,,,,,,,,,,,,,,,,
176,25,,,,,,,,,,,,,,,,,,,,,,,,
178,22,,,,,,,,,,,,,,,,,,,,,,,,
180,22,,,,,,,,,,,,,,,,,,,,,,,,
182,23,,,,,,,,,,,,,,,,,,,,,,,,
184,23,,,,,,,,,,,,,,,,,,,,,,,,
186,24,,,,,,,,,,,,,,,,,,,,,,,,
188,23,,,,,,,,,,,,,,,,,,,,,,,,
190,23,,,,,,,,,,,,,,,,,,,,,,,,
192,25,,,,,,,,,,,,,,,,,,,,,,,,
194,28,,,,,,,,,,,,,,,,,,,,,,,,
196,25,,,,,,,,,,,,,,,,,,,,,,,,
198,24,,,,,,,,,,,,,,,,,,,,,,,,
200,23,,,,,,,,,,,,,,,,,,,,,,,,
202,23,,,,,,,,,,,,,,,,,,,,,,,,
204,23,,,,,,,,,,,,,,,,,,,,,,,,
206,26,,,,,,,,,,,,,,,,,,,,,,,,
208,22,,,,,,,,,,,,,,,,,,,,,,,,
210,23,,,,,,,,,,,,,,,,,,,,,,,,
212,22,,,,,,,,,,,,,,,,,,,,,,,,
214,22,,,,,,,,,,,,,,,,,,,,,,,,
216,22,,,,,,,,,,,,,,,,,,,,,,,,
218,23,,,,,,,,,,,,,,,,,,,,,,,,
220,23,,,,,,,,,,,,,,,,,,,,,,,,
222,26,,,,,,,,,,,,,,,,,,,,,,,,
224,27,,,,,,,,,,,,,,,,,,,,,,,,
226,25,,,,,,,,,,,,,,,,,,,,,,,,
228,25,,,,,,,,,,,,,,,,,,,,,,,,
230,25,,,,,,,,,,,,,,,,,,,,,,,,
232,24,,,,,,,,,,,,,,,,,,,,,,,,
234,24,,,,,,,,,,,,,,,,,,,,,,,,
236,26,,,,,,,,,,,,,,,,,,,,,,,,
238,25,,,,,,,,,,,,,,,,,,,,,,,,
240,24,,,,,,,,,,,,,,,,,,,,,,,,
242,25,,,,,,,,,,,,,,,,,,,,,,,,
244,25,,,,,,,,,,,,,,,,,,,,,,,,
246,24,,,,,,,,,,,,,,,,,,,,,,,,
248,24,,,,,,,,,,,,,,,,,,,,,,,,
250,24,,,,,,,,,,,,,,,,,,,,,,,,
252,26,,,,,,,,,,,,,,,,,,,,,,,,
254,27,,,,,,,,,,,,,,,,,,,,,,,,
256,26,,,,,,,,,,,,,,,,,,,,,,,,
258,30,,,,,,,,,,,,,,,,,,,,,,,,
260,27,,,,,,,,,,,,,,,,,,,,,,,,
262,26,,,,,,,,,,,,,,,,,,,,,,,,
264,26,,,,,,,,,,,,,,,,,,,,,,,,
266,26,,,,,,,,,,,,,,,,,,,,,,,,
268,25,,,,,,,,,,,,,,,,,,,,,,,,
270,26,,,,,,,,,,,,,,,,,,,,,,,,
272,26,,,,,,,,,,,,,,,,,,,,,,,,
274,27,,,,,,,,,,,,,,,,,,,,,,,,
276,27,,,,,,,,,,,,,,,,,,,,,,,,
278,27,,,,,,,,,,,,,,,,,,,,,,,,
280,27,,,,,,,,,,,,,,,,,,,,,,,,
282,27,,,,,,,,,,,,,,,,,,,,,,,,
284,29,,,,,,,,,,,,,,,,,,,,,,,,
286,29,,,,,,,,,,,,,,,,,,,,,,,,
288,28,,,,,,,,,,,,,,,,,,,,,,,,
290,28,,,,,,,,,,,,,,,,,,,,,,,,
292,30,,,,,,,,,,,,,,,,,,,,,,,,
294,29,,,,,,,,,,,,,,,,,,,,,,,,
296,29,,,,,,,,,,,,,,,,,,,,,,,,
298,29,,,,,,,,,,,,,,,,,,,,,,,,
300,30,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Testing size of 200000--------------,,,,,,,,,,,,,,,,,,,,,,,,,
2,45,,,,,,,,,,,,,,,,,,,,,,,,
4,46,,,,,,,,,,,,,,,,,,,,,,,,
6,45,,,,,,,,,,,,,,,,,,,,,,,,
8,46,,,,,,,,,,,,,,,,,,,,,,,,
10,41,,,,,,,,,,,,,,,,,,,,,,,,
12,41,,,,,,,,,,,,,,,,,,,,,,,,
14,40,,,,,,,,,,,,,,,,,,,,,,,,
16,40,,,,,,,,,,,,,,,,,,,,,,,,
18,45,,,,,,,,,,,,,,,,,,,,,,,,
20,47,,,,,,,,,,,,,,,,,,,,,,,,
22,44,,,,,,,,,,,,,,,,,,,,,,,,
24,46,,,,,,,,,,,,,,,,,,,,,,,,
26,53,,,,,,,,,,,,,,,,,,,,,,,,
28,48,,,,,,,,,,,,,,,,,,,,,,,,
30,44,,,,,,,,,,,,,,,,,,,,,,,,
32,45,,,,,,,,,,,,,,,,,,,,,,,,
34,48,,,,,,,,,,,,,,,,,,,,,,,,
36,45,,,,,,,,,,,,,,,,,,,,,,,,
38,48,,,,,,,,,,,,,,,,,,,,,,,,
40,48,,,,,,,,,,,,,,,,,,,,,,,,
42,46,,,,,,,,,,,,,,,,,,,,,,,,
44,46,,,,,,,,,,,,,,,,,,,,,,,,
46,46,,,,,,,,,,,,,,,,,,,,,,,,
48,49,,,,,,,,,,,,,,,,,,,,,,,,
50,50,,,,,,,,,,,,,,,,,,,,,,,,
52,51,,,,,,,,,,,,,,,,,,,,,,,,
54,55,,,,,,,,,,,,,,,,,,,,,,,,
56,53,,,,,,,,,,,,,,,,,,,,,,,,
58,55,,,,,,,,,,,,,,,,,,,,,,,,
60,55,,,,,,,,,,,,,,,,,,,,,,,,
62,54,,,,,,,,,,,,,,,,,,,,,,,,
64,57,,,,,,,,,,,,,,,,,,,,,,,,
66,57,,,,,,,,,,,,,,,,,,,,,,,,
68,64,,,,,,,,,,,,,,,,,,,,,,,,
70,58,,,,,,,,,,,,,,,,,,,,,,,,
72,59,,,,,,,,,,,,,,,,,,,,,,,,
74,62,,,,,,,,,,,,,,,,,,,,,,,,
76,61,,,,,,,,,,,,,,,,,,,,,,,,
78,59,,,,,,,,,,,,,,,,,,,,,,,,
80,63,,,,,,,,,,,,,,,,,,,,,,,,
82,65,,,,,,,,,,,,,,,,,,,,,,,,
84,61,,,,,,,,,,,,,,,,,,,,,,,,
86,60,,,,,,,,,,,,,,,,,,,,,,,,
88,64,,,,,,,,,,,,,,,,,,,,,,,,
90,62,,,,,,,,,,,,,,,,,,,,,,,,
92,65,,,,,,,,,,,,,,,,,,,,,,,,
94,64,,,,,,,,,,,,,,,,,,,,,,,,
96,64,,,,,,,,,,,,,,,,,,,,,,,,
98,65,,,,,,,,,,,,,,,,,,,,,,,,
100,66,,,,,,,,,,,,,,,,,,,,,,,,
102,65,,,,,,,,,,,,,,,,,,,,,,,,
104,76,,,,,,,,,,,,,,,,,,,,,,,,
106,71,,,,,,,,,,,,,,,,,,,,,,,,
108,69,,,,,,,,,,,,,,,,,,,,,,,,
110,71,,,,,,,,,,,,,,,,,,,,,,,,
112,70,,,,,,,,,,,,,,,,,,,,,,,,
114,75,,,,,,,,,,,,,,,,,,,,,,,,
116,76,,,,,,,,,,,,,,,,,,,,,,,,
118,73,,,,,,,,,,,,,,,,,,,,,,,,
120,81,,,,,,,,,,,,,,,,,,,,,,,,
122,76,,,,,,,,,,,,,,,,,,,,,,,,
124,82,,,,,,,,,,,,,,,,,,,,,,,,
126,78,,,,,,,,,,,,,,,,,,,,,,,,
128,79,,,,,,,,,,,,,,,,,,,,,,,,
130,77,,,,,,,,,,,,,,,,,,,,,,,,
132,76,,,,,,,,,,,,,,,,,,,,,,,,
134,79,,,,,,,,,,,,,,,,,,,,,,,,
136,77,,,,,,,,,,,,,,,,,,,,,,,,
138,79,,,,,,,,,,,,,,,,,,,,,,,,
140,78,,,,,,,,,,,,,,,,,,,,,,,,
142,78,,,,,,,,,,,,,,,,,,,,,,,,
144,89,,,,,,,,,,,,,,,,,,,,,,,,
146,85,,,,,,,,,,,,,,,,,,,,,,,,
148,84,,,,,,,,,,,,,,,,,,,,,,,,
150,81,,,,,,,,,,,,,,,,,,,,,,,,
152,83,,,,,,,,,,,,,,,,,,,,,,,,
154,87,,,,,,,,,,,,,,,,,,,,,,,,
156,90,,,,,,,,,,,,,,,,,,,,,,,,
158,86,,,,,,,,,,,,,,,,,,,,,,,,
160,90,,,,,,,,,,,,,,,,,,,,,,,,
162,103,,,,,,,,,,,,,,,,,,,,,,,,
164,98,,,,,,,,,,,,,,,,,,,,,,,,
166,89,,,,,,,,,,,,,,,,,,,,,,,,
168,88,,,,,,,,,,,,,,,,,,,,,,,,
170,94,,,,,,,,,,,,,,,,,,,,,,,,
172,93,,,,,,,,,,,,,,,,,,,,,,,,
174,91,,,,,,,,,,,,,,,,,,,,,,,,
176,99,,,,,,,,,,,,,,,,,,,,,,,,
178,108,,,,,,,,,,,,,,,,,,,,,,,,
180,98,,,,,,,,,,,,,,,,,,,,,,,,
182,93,,,,,,,,,,,,,,,,,,,,,,,,
184,95,,,,,,,,,,,,,,,,,,,,,,,,
186,106,,,,,,,,,,,,,,,,,,,,,,,,
188,101,,,,,,,,,,,,,,,,,,,,,,,,
190,97,,,,,,,,,,,,,,,,,,,,,,,,
192,103,,,,,,,,,,,,,,,,,,,,,,,,
194,103,,,,,,,,,,,,,,,,,,,,,,,,
196,102,,,,,,,,,,,,,,,,,,,,,,,,
198,102,,,,,,,,,,,,,,,,,,,,,,,,
200,104,,,,,,,,,,,,,,,,,,,,,,,,
202,102,,,,,,,,,,,,,,,,,,,,,,,,
204,100,,,,,,,,,,,,,,,,,,,,,,,,
206,104,,,,,,,,,,,,,,,,,,,,,,,,
208,115,,,,,,,,,,,,,,,,,,,,,,,,
210,105,,,,,,,,,,,,,,,,,,,,,,,,
212,100,,,,,,,,,,,,,,,,,,,,,,,,
214,103,,,,,,,,,,,,,,,,,,,,,,,,
216,115,,,,,,,,,,,,,,,,,,,,,,,,
218,117,,,,,,,,,,,,,,,,,,,,,,,,
220,116,,,,,,,,,,,,,,,,,,,,,,,,
222,120,,,,,,,,,,,,,,,,,,,,,,,,
224,108,,,,,,,,,,,,,,,,,,,,,,,,
226,110,,,,,,,,,,,,,,,,,,,,,,,,
228,124,,,,,,,,,,,,,,,,,,,,,,,,
230,112,,,,,,,,,,,,,,,,,,,,,,,,
232,115,,,,,,,,,,,,,,,,,,,,,,,,
234,113,,,,,,,,,,,,,,,,,,,,,,,,
236,113,,,,,,,,,,,,,,,,,,,,,,,,
238,108,,,,,,,,,,,,,,,,,,,,,,,,
240,110,,,,,,,,,,,,,,,,,,,,,,,,
242,118,,,,,,,,,,,,,,,,,,,,,,,,
244,113,,,,,,,,,,,,,,,,,,,,,,,,
246,120,,,,,,,,,,,,,,,,,,,,,,,,
248,122,,,,,,,,,,,,,,,,,,,,,,,,
250,119,,,,,,,,,,,,,,,,,,,,,,,,
252,116,,,,,,,,,,,,,,,,,,,,,,,,
254,123,,,,,,,,,,,,,,,,,,,,,,,,
256,125,,,,,,,,,,,,,,,,,,,,,,,,
258,129,,,,,,,,,,,,,,,,,,,,,,,,
260,128,,,,,,,,,,,,,,,,,,,,,,,,
262,123,,,,,,,,,,,,,,,,,,,,,,,,
264,122,,,,,,,,,,,,,,,,,,,,,,,,
266,125,,,,,,,,,,,,,,,,,,,,,,,,
268,123,,,,,,,,,,,,,,,,,,,,,,,,
270,127,,,,,,,,,,,,,,,,,,,,,,,,
272,131,,,,,,,,,,,,,,,,,,,,,,,,
274,125,,,,,,,,,,,,,,,,,,,,,,,,
276,128,,,,,,,,,,,,,,,,,,,,,,,,
278,131,,,,,,,,,,,,,,,,,,,,,,,,
280,131,,,,,,,,,,,,,,,,,,,,,,,,
282,141,,,,,,,,,,,,,,,,,,,,,,,,
284,138,,,,,,,,,,,,,,,,,,,,,,,,
286,129,,,,,,,,,,,,,,,,,,,,,,,,
288,131,,,,,,,,,,,,,,,,,,,,,,,,
290,131,,,,,,,,,,,,,,,,,,,,,,,,
292,134,,,,,,,,,,,,,,,,,,,,,,,,
294,131,,,,,,,,,,,,,,,,,,,,,,,,
296,135,,,,,,,,,,,,,,,,,,,,,,,,
298,134,,,,,,,,,,,,,,,,,,,,,,,,
300,133,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Testing size of 400000--------------,,,,,,,,,,,,,,,,,,,,,,,,,
2,122,,,,,,,,,,,,,,,,,,,,,,,,
4,126,,,,,,,,,,,,,,,,,,,,,,,,
6,133,,,,,,,,,,,,,,,,,,,,,,,,
8,110,,,,,,,,,,,,,,,,,,,,,,,,
10,109,,,,,,,,,,,,,,,,,,,,,,,,
12,121,,,,,,,,,,,,,,,,,,,,,,,,
14,105,,,,,,,,,,,,,,,,,,,,,,,,
16,97,,,,,,,,,,,,,,,,,,,,,,,,
18,93,,,,,,,,,,,,,,,,,,,,,,,,
20,124,,,,,,,,,,,,,,,,,,,,,,,,
22,97,,,,,,,,,,,,,,,,,,,,,,,,
24,98,,,,,,,,,,,,,,,,,,,,,,,,
26,100,,,,,,,,,,,,,,,,,,,,,,,,
28,128,,,,,,,,,,,,,,,,,,,,,,,,
30,107,,,,,,,,,,,,,,,,,,,,,,,,
32,101,,,,,,,,,,,,,,,,,,,,,,,,
34,117,,,,,,,,,,,,,,,,,,,,,,,,
36,131,,,,,,,,,,,,,,,,,,,,,,,,
38,105,,,,,,,,,,,,,,,,,,,,,,,,
40,113,,,,,,,,,,,,,,,,,,,,,,,,
42,113,,,,,,,,,,,,,,,,,,,,,,,,
44,121,,,,,,,,,,,,,,,,,,,,,,,,
46,114,,,,,,,,,,,,,,,,,,,,,,,,
48,115,,,,,,,,,,,,,,,,,,,,,,,,
50,111,,,,,,,,,,,,,,,,,,,,,,,,
52,129,,,,,,,,,,,,,,,,,,,,,,,,
54,128,,,,,,,,,,,,,,,,,,,,,,,,
56,115,,,,,,,,,,,,,,,,,,,,,,,,
58,123,,,,,,,,,,,,,,,,,,,,,,,,
60,140,,,,,,,,,,,,,,,,,,,,,,,,
62,120,,,,,,,,,,,,,,,,,,,,,,,,
64,130,,,,,,,,,,,,,,,,,,,,,,,,
66,135,,,,,,,,,,,,,,,,,,,,,,,,
68,139,,,,,,,,,,,,,,,,,,,,,,,,
70,128,,,,,,,,,,,,,,,,,,,,,,,,
72,130,,,,,,,,,,,,,,,,,,,,,,,,
74,129,,,,,,,,,,,,,,,,,,,,,,,,
76,154,,,,,,,,,,,,,,,,,,,,,,,,
78,137,,,,,,,,,,,,,,,,,,,,,,,,
80,133,,,,,,,,,,,,,,,,,,,,,,,,
82,131,,,,,,,,,,,,,,,,,,,,,,,,
84,154,,,,,,,,,,,,,,,,,,,,,,,,
86,138,,,,,,,,,,,,,,,,,,,,,,,,
88,169,,,,,,,,,,,,,,,,,,,,,,,,
90,142,,,,,,,,,,,,,,,,,,,,,,,,
92,155,,,,,,,,,,,,,,,,,,,,,,,,
94,146,,,,,,,,,,,,,,,,,,,,,,,,
96,141,,,,,,,,,,,,,,,,,,,,,,,,
98,152,,,,,,,,,,,,,,,,,,,,,,,,
100,165,,,,,,,,,,,,,,,,,,,,,,,,
102,145,,,,,,,,,,,,,,,,,,,,,,,,
104,151,,,,,,,,,,,,,,,,,,,,,,,,
106,150,,,,,,,,,,,,,,,,,,,,,,,,
108,175,,,,,,,,,,,,,,,,,,,,,,,,
110,168,,,,,,,,,,,,,,,,,,,,,,,,
112,156,,,,,,,,,,,,,,,,,,,,,,,,
114,159,,,,,,,,,,,,,,,,,,,,,,,,
116,188,,,,,,,,,,,,,,,,,,,,,,,,
118,165,,,,,,,,,,,,,,,,,,,,,,,,
120,155,,,,,,,,,,,,,,,,,,,,,,,,
122,168,,,,,,,,,,,,,,,,,,,,,,,,
124,178,,,,,,,,,,,,,,,,,,,,,,,,
126,173,,,,,,,,,,,,,,,,,,,,,,,,
128,164,,,,,,,,,,,,,,,,,,,,,,,,
130,177,,,,,,,,,,,,,,,,,,,,,,,,
132,184,,,,,,,,,,,,,,,,,,,,,,,,
134,177,,,,,,,,,,,,,,,,,,,,,,,,
136,171,,,,,,,,,,,,,,,,,,,,,,,,
138,164,,,,,,,,,,,,,,,,,,,,,,,,
140,198,,,,,,,,,,,,,,,,,,,,,,,,
142,182,,,,,,,,,,,,,,,,,,,,,,,,
144,188,,,,,,,,,,,,,,,,,,,,,,,,
146,172,,,,,,,,,,,,,,,,,,,,,,,,
148,205,,,,,,,,,,,,,,,,,,,,,,,,
150,191,,,,,,,,,,,,,,,,,,,,,,,,
152,186,,,,,,,,,,,,,,,,,,,,,,,,
154,178,,,,,,,,,,,,,,,,,,,,,,,,
156,205,,,,,,,,,,,,,,,,,,,,,,,,
158,187,,,,,,,,,,,,,,,,,,,,,,,,
160,186,,,,,,,,,,,,,,,,,,,,,,,,
162,185,,,,,,,,,,,,,,,,,,,,,,,,
164,220,,,,,,,,,,,,,,,,,,,,,,,,
166,212,,,,,,,,,,,,,,,,,,,,,,,,
168,208,,,,,,,,,,,,,,,,,,,,,,,,
